SITE_NAME,BEGIN,END,daysPeriod,KWH_PERIOD,kwhPerDay,PERIOD_EUR,nbInvoice
1996BB,2018-02-01,2018-02-28,27,880,32.59,"131,24", 
1996BB,2018-03-01,2018-03-31,30,956,31.87,"140,77", 
1996BB,2018-04-01,2018-04-30,29,968,33.38,"127,80", 
1996BB,2018-05-01,2018-05-31,30,1027,34.23,"135,60", 
1996BB,2018-06-01,2018-06-30,29,1013,34.93,"133,73", 
1996BB,2018-07-01,2018-07-31,30,1067,35.57,"140,78", 
1996BB,2018-08-01,2018-08-31,30,1108,36.93,"146,54", 
1996BB,2018-09-01,2018-09-30,29,1099,37.9,"145,33", 
1996BB,2018-10-01,2018-10-31,30,1049,34.97,"138,69", 
1996BB,2018-11-01,2018-11-30,29,1000,34.48,"132,34", 
1996BB,2018-12-01,2018-12-31,30,1028,34.27,"135,67", 
1996BB,2019-01-01,2019-01-31,30,1028,34.27,"129,92", 
1996BB,2019-02-01,2019-02-28,27,958,35.48,"121,60", 
1996BB,2019-03-01,2019-03-31,30,1101,36.7,"139,01", 
1996BB,2019-04-01,2019-04-30,29,1120,38.62,"141,51", 
1996BB,2019-05-01,2019-05-31,30,1178,39.27,"148,19", 
1996BB,2019-06-01,2019-06-30,29,1253,43.21,"158,24", 
1996BB,2019-07-01,2019-07-31,30,1211,40.37,"152,68", 
1996BB,2019-08-01,2019-08-31,30,1538,51.27,"191,30", 
1996BB,2019-09-01,2019-09-30,29,1568,54.07,"194,49", 
1996BB,2019-10-01,2019-10-31,30,2331,77.7,"286,01", 
1996BB,2019-11-01,2019-11-30,29,2306,79.52,"283,00", 
1996BB,2019-12-01,2019-12-31,30,2388,79.6,"292,76", 
1996BB,2020-01-01,2020-01-31,30,2403,80.1,"339,37", 
1996BB,2020-02-01,2020-02-29,28,2260,80.71,"319,64", 
1996BB,2020-03-01,2020-03-31,30,2524,84.13,"358,43", 
1996BB,2020-04-01,2020-04-30,29,2442,84.21,"346,40", 
1996BB,2020-05-01,2020-05-31,30,2533,84.43,"359,02", 
1996BB,2020-06-01,2020-06-30,29,2488,85.79,"352,76", 
1996BB,2020-07-01,2020-07-31,30,2631,87.7,"371,53", 
1996BB,2020-08-01,2020-08-31,30,2681,89.37,"377,64", 
1996BB,2020-09-01,2020-09-30,29,2550,87.93,"359,21", 
1996BB,2020-10-01,2020-10-31,30,2611,87.03,"367,22", 
1996BB,2020-11-01,2020-11-30,29,2504,86.34,"345,61", 
1994BB,2018-01-01,2018-01-31,30,2317,77.23,"301,63", 
1994BB,2018-02-01,2018-02-28,27,2086,77.26,"272,81", 
1994BB,2018-03-01,2018-03-31,30,2297,76.57,"299,19", 
1994BB,2018-04-01,2018-04-30,29,2264,78.07,"295,14", 
1994BB,2018-05-01,2018-05-31,30,2365,78.83,"308,04", 
1994BB,2018-06-01,2018-06-30,29,2289,78.93,"298,44", 
1994BB,2018-07-01,2018-07-31,30,2382,79.4,"310,53", 
1994BB,2018-08-01,2018-08-31,30,2462,82.07,"321,33", 
1994BB,2018-09-01,2018-09-30,29,2604,89.79,"340,21", 
1994BB,2018-10-01,2018-10-31,30,2680,89.33,"349,66", 
1994BB,2018-11-01,2018-11-30,29,2587,89.21,"337,88", 
1994BB,2018-12-01,2018-12-31,30,2663,88.77,"347,32", 
1994BB,2019-01-01,2019-01-31,30,2655,88.5,"330,64", 
1994BB,2019-02-01,2019-02-28,27,2397,88.78,"299,65", 
1994BB,2019-03-01,2019-03-31,30,2673,89.1,"332,92", 
1994BB,2019-04-01,2019-04-30,29,2711,93.48,"337,51", 
1994BB,2019-05-01,2019-05-31,30,2831,94.37,"351,59", 
1994BB,2019-06-01,2019-06-30,29,2654,91.52,"330,56", 
1994BB,2019-07-01,2019-07-31,30,2718,90.6,"338,17", 
1994BB,2019-08-01,2019-08-31,30,2726,90.87,"339,10", 
1994BB,2019-09-01,2019-09-30,29,2591,89.34,"322,89", 
1994BB,2019-10-01,2019-10-31,30,2749,91.63,"341,29", 
1994BB,2019-11-01,2019-11-30,29,2553,88.03,"317,97", 
1994BB,2019-12-01,2019-12-31,30,2497,83.23,"311,16", 
1994BB,2020-01-01,2020-01-31,30,2484,82.8,"369,63", 
1994BB,2020-02-01,2020-02-29,28,2395,85.54,"356,62", 
1994BB,2020-03-01,2020-03-31,30,2691,89.7,"401,39", 
1994BB,2020-04-01,2020-04-30,29,2708,93.38,"403,27", 
1994BB,2020-05-01,2020-05-31,30,2760,92.0,"410,94", 
1994BB,2020-06-01,2020-06-30,29,2685,92.59,"400,40", 
1994BB,2020-07-01,2020-07-31,30,2830,94.33,"419,82", 
1994BB,2020-08-01,2020-08-31,30,2884,96.13,"426,53", 
1994BB,2020-09-01,2020-09-30,29,2748,94.76,"406,82", 
1994BB,2020-10-01,2020-10-31,30,2827,94.23,"417,86", 
1994BB,2020-11-01,2020-11-30,29,2734,94.28,"379,72", 
1208BR,2018-01-01,2018-01-31,30,1237,41.23,"139,52", 
1208BR,2018-02-01,2018-02-28,27,1114,41.26,"128,96", 
1208BR,2018-03-01,2018-03-31,30,1254,41.8,"140,91", 
1208BR,2018-04-01,2018-04-30,29,1275,43.97,"142,43", 
1208BR,2018-05-01,2018-05-31,30,1447,48.23,"157,89", 
1208BR,2018-06-01,2018-06-30,29,2263,78.03,"231,78", 
1208BR,2018-07-01,2018-07-31,30,2406,80.2,"244,22", 
1208BR,2018-08-01,2018-08-31,30,2428,80.93,"249,73", 
1208BR,2018-09-01,2018-09-30,29,2263,78.03,"233,85", 
1208BR,2018-10-01,2018-10-31,30,2295,76.5,"236,99", 
1208BR,2018-11-01,2018-11-30,29,2274,78.41,"234,95", 
1208BR,2018-12-01,2018-12-31,30,2555,85.17,"259,34", 
1208BR,2019-01-01,2019-01-31,30,2651,88.37,"261,71", 
1208BR,2019-02-01,2019-02-28,27,2218,82.15,"224,74", 
1208BR,2019-03-01,2019-03-31,30,2304,76.8,"232,50", 
1208BR,2019-04-01,2019-04-30,29,2216,76.41,"224,78", 
1208BR,2019-05-01,2019-05-31,30,2296,76.53,"231,65", 
1208BR,2019-06-01,2019-06-30,29,2349,81.0,"235,41", 
1208BR,2019-07-01,2019-07-31,30,2424,80.8,"241,79", 
1208BR,2019-08-01,2019-08-31,30,2421,80.7,"239,65", 
1208BR,2019-09-01,2019-09-30,29,2220,76.55,"221,69", 
1208BR,2019-10-01,2019-10-31,30,2267,75.57,"225,79", 
1208BR,2019-11-01,2019-11-30,29,2160,74.48,"216,79", 
1208BR,2019-12-01,2019-12-31,30,2454,81.8,"241,53", 
1208BR,2020-01-01,2020-01-31,30,2635,87.83,"309,99", 
1208BR,2020-02-01,2020-02-29,28,2203,78.68,"264,87", 
1208BR,2020-03-01,2020-03-31,30,2353,78.43,"279,11", 
1208BR,2020-04-01,2020-04-30,29,2251,77.62,"268,33", 
1208BR,2020-05-01,2020-05-31,30,2329,77.63,"276,41", 
1208BR,2020-06-01,2020-06-30,29,2391,82.45,"282,94", 
1208BR,2020-07-01,2020-07-31,30,2499,83.3,"294,06", 
1208BR,2020-08-01,2020-08-31,30,2515,83.83,"295,64", 
1208BR,2020-09-01,2020-09-30,29,2377,81.97,"281,45", 
1208BR,2020-10-01,2020-10-31,30,2421,80.7,"286,06", 
1208BR,2020-11-01,2020-11-30,29,2378,82.0,"281,52", 
1993BB,2018-01-01,2018-01-31,30,2214,73.8,"290,12", 
1993BB,2018-02-01,2018-02-28,27,2015,74.63,"264,69", 
1993BB,2018-03-01,2018-03-31,30,2220,74.0,"291,70", 
1993BB,2018-04-01,2018-04-30,29,2183,75.28,"287,34", 
1993BB,2018-05-01,2018-05-31,30,2278,75.93,"299,86", 
1993BB,2018-06-01,2018-06-30,29,2228,76.83,"293,63", 
1993BB,2018-07-01,2018-07-31,30,2310,77.0,"304,22", 
1993BB,2018-08-01,2018-08-31,30,2346,78.2,"309,16", 
1993BB,2018-09-01,2018-09-30,29,2205,76.03,"292,44", 
1993BB,2018-10-01,2018-10-31,30,2251,75.03,"297,82", 
1993BB,2018-11-01,2018-11-30,29,2168,74.76,"287,32", 
1993BB,2018-12-01,2018-12-31,30,2215,73.83,"292,77", 
1993BB,2019-01-01,2019-01-31,30,2228,74.27,"281,55", 
1993BB,2019-02-01,2019-02-28,27,2010,74.44,"255,37", 
1993BB,2019-03-01,2019-03-31,30,2209,73.63,"279,26", 
1993BB,2019-04-01,2019-04-30,29,2151,74.17,"272,37", 
1993BB,2019-05-01,2019-05-31,30,2233,74.43,"282,13", 
1993BB,2019-06-01,2019-06-30,29,2266,78.14,"287,22", 
1993BB,2019-07-01,2019-07-31,30,2304,76.8,"291,40", 
1993BB,2019-08-01,2019-08-31,30,2308,76.93,"291,97", 
1993BB,2019-09-01,2019-09-30,29,2192,75.59,"276,91", 
1993BB,2019-10-01,2019-10-31,30,2491,83.03,"312,30", 
1993BB,2019-11-01,2019-11-30,29,2531,87.28,"316,84", 
1993BB,2019-12-01,2019-12-31,30,2573,85.77,"321,45", 
1993BB,2020-01-01,2020-01-31,30,2581,86.03,"370,88", 
1993BB,2020-02-01,2020-02-29,28,2428,86.71,"349,82", 
1993BB,2020-03-01,2020-03-31,30,2717,90.57,"392,44", 
1993BB,2020-04-01,2020-04-30,29,2602,89.72,"375,62", 
1993BB,2020-05-01,2020-05-31,30,2696,89.87,"388,67", 
1993BB,2020-06-01,2020-06-30,29,2645,91.21,"381,91", 
1993BB,2020-07-01,2020-07-31,30,2802,93.4,"402,83", 
1993BB,2020-08-01,2020-08-31,30,2867,95.57,"411,12", 
1993BB,2020-09-01,2020-09-30,29,2712,93.52,"389,27", 
1993BB,2020-10-01,2020-10-31,30,2773,92.43,"397,36", 
1993BB,2020-11-01,2020-11-30,29,2672,92.14,"369,97", 
1991BB,2018-01-01,2018-12-31,364,26819,73.68,"3 560,42", 
1991BB,2019-01-01,2019-01-31,30,2268,75.6,"297,18", 
1991BB,2019-02-01,2019-02-28,27,2017,74.7,"253,30", 
1991BB,2019-03-01,2019-03-31,30,2225,74.17,"278,66", 
1991BB,2019-04-01,2019-04-30,29,2178,75.1,"272,93", 
1991BB,2019-05-01,2019-05-31,30,2255,75.17,"282,25", 
1991BB,2019-06-01,2019-06-30,29,2374,81.86,"297,94", 
1991BB,2019-07-01,2019-07-31,30,2541,84.7,"317,61", 
1991BB,2019-08-01,2019-08-31,30,2751,91.7,"342,59", 
1991BB,2019-09-01,2019-09-30,29,2537,87.48,"315,97", 
1991BB,2019-10-01,2019-10-31,30,2605,86.83,"324,01", 
1991BB,2019-11-01,2019-11-30,29,2502,86.28,"311,54", 
1991BB,2019-12-01,2019-12-31,30,2552,85.07,"317,49", 
1991BB,2020-01-01,2020-01-31,30,2576,85.87,"368,51", 
1991BB,2020-02-01,2020-02-29,28,2464,88.0,"353,09", 
1991BB,2020-03-01,2020-03-31,30,2610,87.0,"375,49", 
1991BB,2020-04-01,2020-04-30,29,2526,87.1,"363,31", 
1991BB,2020-05-01,2020-05-31,30,2607,86.9,"374,46", 
1991BB,2020-06-01,2020-06-30,29,2560,88.28,"368,15", 
1991BB,2020-07-01,2020-07-31,30,2672,89.07,"383,39", 
1991BB,2020-08-01,2020-08-31,30,2806,93.53,"401,40", 
1991BB,2020-09-01,2020-09-30,29,2734,94.28,"390,80", 
1991BB,2020-10-01,2020-10-31,30,2799,93.3,"399,39", 
1991BB,2020-11-01,2020-11-30,29,2683,92.52,"371,81", 
1990BB,2018-01-01,2018-12-31,364,27477,75.49,"3 732,66", 
1990BB,2019-01-01,2019-01-31,30,2271,75.7,"298,14", 
1990BB,2019-02-01,2019-02-28,27,2067,76.56,"259,86", 
1990BB,2019-03-01,2019-03-31,30,2290,76.33,"286,82", 
1990BB,2019-04-01,2019-04-30,29,2234,77.03,"280,08", 
1990BB,2019-05-01,2019-05-31,30,2316,77.2,"289,90", 
1990BB,2019-06-01,2019-06-30,29,2340,80.69,"294,12", 
1990BB,2019-07-01,2019-07-31,30,2461,82.03,"307,94", 
1990BB,2019-08-01,2019-08-31,30,2660,88.67,"331,75", 
1990BB,2019-09-01,2019-09-30,29,2506,86.41,"312,37", 
1990BB,2019-10-01,2019-10-31,30,2571,85.7,"319,92", 
1990BB,2019-11-01,2019-11-30,29,2471,85.21,"307,94", 
1990BB,2019-12-01,2019-12-31,30,2518,83.93,"313,54", 
1990BB,2020-01-01,2020-01-31,30,2532,84.4,"362,66", 
1990BB,2020-02-01,2020-02-29,28,2405,85.89,"345,10", 
1990BB,2020-03-01,2020-03-31,30,2552,85.07,"367,66", 
1990BB,2020-04-01,2020-04-30,29,2463,84.93,"354,91", 
1990BB,2020-05-01,2020-05-31,30,2547,84.9,"366,48", 
1990BB,2020-06-01,2020-06-30,29,2491,85.9,"358,65", 
1990BB,2020-07-01,2020-07-31,30,2632,87.73,"378,41", 
1990BB,2020-08-01,2020-08-31,30,2739,91.3,"392,43", 
1990BB,2020-09-01,2020-09-30,29,2679,92.38,"383,55", 
1990BB,2020-10-01,2020-10-31,30,2750,91.67,"393,10", 
1990BB,2020-11-01,2020-11-30,29,2633,90.79,"365,63", 
1209BR,2018-01-01,2018-12-31,364,10124,27.81,"1 544,04", 
1209BR,2019-01-01,2019-12-31,364,9795,26.91,"1 483,95", 
1989BB,2018-01-01,2018-01-31,30,2234,74.47,"290,98", 
1989BB,2018-02-01,2018-02-28,27,2011,74.48,"262,99", 
1989BB,2018-03-01,2018-03-31,30,2214,73.8,"288,32", 
1989BB,2018-04-01,2018-04-30,29,2116,72.97,"275,13", 
1989BB,2018-05-01,2018-05-31,30,2200,73.33,"285,78", 
1989BB,2018-06-01,2018-06-30,29,2162,74.55,"281,57", 
1989BB,2018-07-01,2018-07-31,30,2229,74.3,"289,98", 
1989BB,2018-08-01,2018-08-31,30,2274,75.8,"296,28", 
1989BB,2018-09-01,2018-09-30,29,2139,73.76,"280,11", 
1989BB,2018-10-01,2018-10-31,30,2208,73.6,"289,09", 
1989BB,2018-11-01,2018-11-30,29,2135,73.62,"280,02", 
1989BB,2018-12-01,2018-12-31,30,2213,73.77,"290,21", 
1989BB,2019-01-01,2019-01-31,30,2205,73.5,"276,50", 
1989BB,2019-02-01,2019-02-28,27,1971,73.0,"247,71", 
1989BB,2019-03-01,2019-03-31,30,2171,72.37,"271,60", 
1989BB,2019-04-01,2019-04-30,29,2099,72.38,"262,52", 
1989BB,2019-05-01,2019-05-31,30,2215,73.83,"276,77", 
1989BB,2019-06-01,2019-06-30,29,2322,80.07,"289,74", 
1989BB,2019-07-01,2019-07-31,30,2514,83.8,"312,23", 
1989BB,2019-08-01,2019-08-31,30,2531,84.37,"314,44", 
1989BB,2019-09-01,2019-09-30,29,2416,83.31,"300,27", 
1989BB,2019-10-01,2019-10-31,30,2482,82.73,"308,16", 
1989BB,2019-11-01,2019-11-30,29,2397,82.66,"298,58", 
1989BB,2019-12-01,2019-12-31,30,2450,81.67,"304,82", 
1989BB,2020-01-01,2020-01-31,30,2456,81.87,"361,45", 
1989BB,2020-02-01,2020-02-29,28,2347,83.82,"345,72", 
1989BB,2020-03-01,2020-03-31,30,2631,87.7,"388,75", 
1989BB,2020-04-01,2020-04-30,29,2639,91.0,"389,81", 
1989BB,2020-05-01,2020-05-31,30,2722,90.73,"401,33", 
1989BB,2020-06-01,2020-06-30,29,2709,93.41,"398,15", 
1989BB,2020-07-01,2020-07-31,30,2772,92.4,"407,05", 
1989BB,2020-08-01,2020-08-31,30,2803,93.43,"410,67", 
1989BB,2020-09-01,2020-09-30,29,2674,92.21,"392,70", 
1989BB,2020-10-01,2020-10-31,30,2735,91.17,"400,80", 
1989BB,2020-11-01,2020-11-30,29,2622,90.41,"362,91", 
1988BB,2018-01-01,2018-12-31,364,24320,66.81,"3 330,92", 
1988BB,2019-01-01,2019-01-31,30,2050,68.33,"271,61", 
1988BB,2019-02-01,2019-02-28,27,1858,68.81,"234,76", 
1988BB,2019-03-01,2019-03-31,30,2055,68.5,"258,43", 
1988BB,2019-04-01,2019-04-30,29,1982,68.34,"249,27", 
1988BB,2019-05-01,2019-05-31,30,2069,68.97,"259,61", 
1988BB,2019-06-01,2019-06-30,29,2240,77.24,"280,32", 
1988BB,2019-07-01,2019-07-31,30,2438,81.27,"303,93", 
1988BB,2019-08-01,2019-08-31,30,2443,81.43,"304,50", 
1988BB,2019-09-01,2019-09-30,29,2341,80.72,"292,31", 
1988BB,2019-10-01,2019-10-31,30,2415,80.5,"301,13", 
1988BB,2019-11-01,2019-11-30,29,2312,79.72,"288,80", 
1988BB,2019-12-01,2019-12-31,30,2338,77.93,"291,81", 
1988BB,2020-01-01,2020-01-31,30,2352,78.4,"337,53", 
1988BB,2020-02-01,2020-02-29,28,2265,80.89,"325,52", 
1988BB,2020-03-01,2020-03-31,30,2576,85.87,"372,08", 
1988BB,2020-04-01,2020-04-30,29,2530,87.24,"364,91", 
1988BB,2020-05-01,2020-05-31,30,2611,87.03,"376,00", 
1988BB,2020-06-01,2020-06-30,29,2596,89.52,"372,28", 
1988BB,2020-07-01,2020-07-31,30,2676,89.2,"383,76", 
1988BB,2020-08-01,2020-08-31,30,2717,90.57,"388,49", 
1988BB,2020-09-01,2020-09-30,29,2592,89.38,"371,71", 
1988BB,2020-10-01,2020-10-31,30,2675,89.17,"383,05", 
1988BB,2020-11-01,2020-11-30,29,2551,87.97,"353,70", 
1211BR,2018-01-01,2018-01-31,30,2722,90.73,"281,79", 
1211BR,2018-02-01,2018-02-28,27,2463,91.22,"257,99", 
1211BR,2018-03-01,2018-03-31,30,2701,90.03,"279,91", 
1211BR,2018-04-01,2018-04-30,29,2663,91.83,"380,06", 
1211BR,2018-05-01,2018-05-31,30,2809,93.63,"287,40", 
1211BR,2018-06-01,2018-06-30,29,2735,94.31,"280,31", 
1211BR,2018-07-01,2018-07-31,30,2858,95.27,"291,27", 
1211BR,2018-08-01,2018-08-31,30,2927,97.57,"296,69", 
1211BR,2018-09-01,2018-09-30,29,2726,94.0,"282,30", 
1211BR,2018-10-01,2018-10-31,30,2694,89.8,"280,85", 
1211BR,2018-11-01,2018-11-30,29,2442,84.21,"377,64", 
1211BR,2018-12-01,2018-12-31,30,2501,83.37,"264,78", 
1211BR,2019-01-01,2019-01-31,30,2510,83.67,"260,04", 
1211BR,2019-02-01,2019-02-28,27,2258,83.63,"237,37", 
1211BR,2019-03-01,2019-03-31,30,2511,83.7,"260,12", 
1211BR,2019-04-01,2019-04-30,29,2471,85.21,"255,63", 
1211BR,2019-05-01,2019-05-31,30,2563,85.43,"263,83", 
1211BR,2019-06-01,2019-06-30,29,2653,91.48,"268,81", 
1211BR,2019-07-01,2019-07-31,30,2723,90.77,"275,27", 
1211BR,2019-08-01,2019-08-31,30,2735,91.17,"276,02", 
1211BR,2019-09-01,2019-09-30,29,2542,87.66,"260,52", 
1211BR,2019-10-01,2019-10-31,30,2592,86.4,"265,93", 
1211BR,2019-11-01,2019-11-30,29,2454,84.62,"254,31", 
1211BR,2019-12-01,2019-12-31,30,2528,84.27,"261,03", 
1211BR,2020-01-01,2020-01-31,30,2524,84.13,"311,70", 
1211BR,2020-02-01,2020-02-29,28,2367,84.54,"294,23", 
1211BR,2020-03-01,2020-03-31,30,2574,85.8,"315,33", 
1211BR,2020-04-01,2020-04-30,29,2521,86.93,"307,53", 
1211BR,2020-05-01,2020-05-31,30,2352,78.4,"280,98", 
1211BR,2020-06-01,2020-06-30,29,2585,89.14,"303,48", 
1211BR,2020-07-01,2020-07-31,30,2889,96.3,"334,23", 
1211BR,2020-08-01,2020-08-31,30,2897,96.57,"335,01", 
1211BR,2020-09-01,2020-09-30,29,2757,95.07,"320,40", 
1211BR,2020-10-01,2020-10-31,30,2820,94.0,"326,97", 
1211BR,2020-11-01,2020-11-30,29,2678,92.34,"312,28", 
1205BR,2018-01-01,2018-12-31,364,11385,31.28,"1 507,26", 
1205BR,2019-01-01,2019-08-10,221,6889,31.17,"899,38", 
1205BR,2019-08-11,2019-12-31,142,6192,43.61,"758,07", 
0474KO,2018-01-01,2018-01-31,30,1076,35.87,"135,64", 
0474KO,2018-02-01,2018-02-28,27,973,36.04,"123,23", 
0474KO,2018-03-01,2018-03-31,30,1058,35.27,"133,47", 
0474KO,2018-04-01,2018-04-30,29,1029,35.48,"129,98", 
0474KO,2018-05-01,2018-05-31,30,1076,35.87,"135,64", 
0474KO,2018-06-01,2018-06-30,29,1045,36.03,"131,91", 
0474KO,2018-07-01,2018-07-31,30,1090,36.33,"137,40", 
0474KO,2018-08-01,2018-08-31,30,1112,37.07,"140,06", 
0474KO,2018-09-01,2018-09-30,29,1038,35.79,"131,95", 
0474KO,2018-10-01,2018-10-31,30,1057,35.23,"134,26", 
0474KO,2018-11-01,2018-11-30,29,1016,35.03,"129,28", 
0474KO,2018-12-01,2018-12-31,30,1047,34.9,"133,04", 
0474KO,2019-01-01,2019-01-31,30,1043,34.77,"145,44", 
0474KO,2019-02-01,2019-02-28,27,945,35.0,"132,35", 
0474KO,2019-03-01,2019-03-31,30,1048,34.93,"146,11", 
0474KO,2019-04-01,2019-04-30,29,1021,35.21,"142,50", 
0474KO,2019-05-01,2019-05-31,30,1058,35.27,"147,44", 
0474KO,2019-06-01,2019-06-30,29,1064,36.69,"148,25", 
0474KO,2019-07-01,2019-07-31,30,1084,36.13,"150,92", 
0474KO,2019-08-01,2019-08-31,30,1122,37.4,"156,00", 
0474KO,2019-09-01,2019-09-30,29,1030,35.52,"143,70", 
0474KO,2019-10-01,2019-10-31,30,1054,35.13,"146,91", 
0474KO,2019-11-01,2019-11-30,29,1014,34.97,"141,57", 
0474KO,2019-12-01,2019-12-31,30,1043,34.77,"145,44", 
0474KO,2020-01-01,2020-01-31,30,1039,34.63,"144,45", 
0474KO,2020-02-01,2020-02-29,28,973,34.75,"135,71", 
0474KO,2020-03-01,2020-03-31,30,1042,34.73,"144,85", 
0474KO,2020-04-01,2020-04-30,29,1220,42.07,"168,43", 
0474KO,2020-05-01,2020-05-31,30,1874,62.47,"255,07", 
0474KO,2020-06-01,2020-06-30,29,1840,63.45,"250,56", 
0474KO,2020-07-01,2020-07-31,30,1914,63.8,"260,37", 
0474KO,2020-08-01,2020-08-31,30,1922,64.07,"261,43", 
0474KO,2020-09-01,2020-09-30,29,1887,65.07,"256,79", 
0474KO,2020-10-01,2020-10-31,30,1926,64.2,"261,95", 
0474KO,2020-11-01,2020-11-30,29,1749,60.31,"231,70", 
0475KO,2018-01-01,2018-01-31,30,678,22.6,"99,64", 
0475KO,2018-02-01,2018-02-28,27,615,22.78,"93,62", 
0475KO,2018-03-01,2018-03-31,30,674,22.47,"99,25", 
0475KO,2018-04-01,2018-04-30,29,712,24.55,"102,90", 
0475KO,2018-05-01,2018-05-31,30,821,27.37,"113,17", 
0475KO,2018-06-01,2018-06-30,29,797,27.48,"110,90", 
0475KO,2018-07-01,2018-07-31,30,837,27.9,"114,81", 
0475KO,2018-08-01,2018-08-31,30,850,28.33,"116,00", 
0475KO,2018-09-01,2018-09-30,29,790,27.24,"110,99", 
0475KO,2018-10-01,2018-10-31,30,810,27.0,"112,88", 
0475KO,2018-11-01,2018-11-30,29,813,28.03,"113,18", 
0475KO,2018-12-01,2018-12-31,30,862,28.73,"117,86", 
0475KO,2019-01-01,2019-01-31,30,855,28.5,"128,35", 
0475KO,2019-02-01,2019-02-28,27,764,28.3,"118,57", 
0475KO,2019-03-01,2019-03-31,30,842,28.07,"127,00", 
0475KO,2019-04-01,2019-04-30,29,839,28.93,"126,66", 
0475KO,2019-05-01,2019-05-31,30,880,29.33,"131,04", 
0475KO,2019-06-01,2019-06-30,29,885,30.52,"131,61", 
0475KO,2019-07-01,2019-07-31,30,911,30.37,"134,42", 
0475KO,2019-08-01,2019-08-31,30,921,30.7,"135,54", 
0475KO,2019-09-01,2019-09-30,29,860,29.66,"128,91", 
0475KO,2019-10-01,2019-10-31,30,880,29.33,"131,04", 
0475KO,2019-11-01,2019-11-30,29,847,29.21,"127,45", 
0475KO,2019-12-01,2019-12-31,30,887,29.57,"131,83", 
0475KO,2020-01-01,2020-01-31,30,878,29.27,"129,14", 
0475KO,2020-02-01,2020-02-29,28,806,28.79,"121,67", 
0475KO,2020-03-01,2020-03-31,30,862,28.73,"127,51", 
0475KO,2020-04-01,2020-04-30,29,873,30.1,"128,60", 
0475KO,2020-05-01,2020-05-31,30,1814,60.47,"226,60", 
0475KO,2020-06-01,2020-06-30,29,1801,62.1,"225,30", 
0475KO,2020-07-01,2020-07-31,30,1884,62.8,"233,96", 
0475KO,2020-08-01,2020-08-31,30,1950,65.0,"240,78", 
0475KO,2020-09-01,2020-09-30,29,1856,64.0,"231,04", 
0475KO,2020-10-01,2020-10-31,30,2161,72.03,"262,77", 
0475KO,2020-11-01,2020-11-30,29,1959,67.55,"204,02", 
0476KO,2018-01-01,2018-01-31,30,1318,43.93,"166,26", 
0476KO,2018-02-01,2018-02-28,27,1247,46.19,"159,54", 
0476KO,2018-03-01,2018-03-31,30,1343,44.77,"168,63", 
0476KO,2018-04-01,2018-04-30,29,1295,44.66,"164,08", 
0476KO,2018-05-01,2018-05-31,30,1356,45.2,"169,91", 
0476KO,2018-06-01,2018-06-30,29,1325,45.69,"166,95", 
0476KO,2018-07-01,2018-07-31,30,1315,43.83,"166,05", 
0476KO,2018-08-01,2018-08-31,30,1216,40.53,"156,66", 
0476KO,2018-09-01,2018-09-30,29,1272,43.86,"163,00", 
0476KO,2018-10-01,2018-10-31,30,2097,69.9,"242,04", 
0476KO,2018-11-01,2018-11-30,29,2042,70.41,"236,75", 
0476KO,2018-12-01,2018-12-31,30,2148,71.6,"246,92", 
0476KO,2019-01-01,2019-01-31,30,2193,73.1,"279,02", 
0476KO,2019-02-01,2019-02-28,27,1915,70.93,"248,89", 
0476KO,2019-03-01,2019-03-31,30,2092,69.73,"268,11", 
0476KO,2019-04-01,2019-04-30,29,2031,70.03,"261,48", 
0476KO,2019-05-01,2019-05-31,30,2102,70.07,"269,12", 
0476KO,2019-06-01,2019-06-30,29,2058,70.97,"264,40", 
0476KO,2019-07-01,2019-07-31,30,2120,70.67,"271,04", 
0476KO,2019-08-01,2019-08-31,30,2124,70.8,"271,48", 
0476KO,2019-09-01,2019-09-30,29,2040,70.34,"262,49", 
0476KO,2019-10-01,2019-10-31,30,2016,67.2,"259,79", 
0476KO,2019-11-01,2019-11-30,29,1863,64.24,"243,27", 
0476KO,2019-12-01,2019-12-31,30,1915,63.83,"248,89", 
0476KO,2020-01-01,2020-01-31,30,1913,63.77,"243,18", 
0476KO,2020-02-01,2020-02-29,28,1787,63.82,"230,07", 
0476KO,2020-03-01,2020-03-31,30,1918,63.93,"243,72", 
0476KO,2020-04-01,2020-04-30,29,1867,64.38,"238,41", 
0476KO,2020-05-01,2020-05-31,30,1930,64.33,"245,02", 
0476KO,2020-06-01,2020-06-30,29,1880,64.83,"239,82", 
0476KO,2020-07-01,2020-07-31,30,1961,65.37,"248,27", 
0476KO,2020-08-01,2020-08-31,30,1971,65.7,"249,24", 
0476KO,2020-09-01,2020-09-30,29,1889,65.14,"240,69", 
0476KO,2020-10-01,2020-10-31,30,1927,64.23,"244,69", 
0476KO,2020-11-01,2020-11-30,29,1813,62.52,"188,75", 
0481KO,2018-01-01,2018-01-31,30,954,31.8,"119,74", 
0481KO,2018-02-01,2018-02-28,27,855,31.67,"107,81", 
0481KO,2018-03-01,2018-03-31,30,944,31.47,"118,54", 
0481KO,2018-04-01,2018-04-30,29,953,32.86,"119,62", 
0481KO,2018-05-01,2018-05-31,30,1014,33.8,"126,97", 
0481KO,2018-06-01,2018-06-30,29,991,34.17,"124,20", 
0481KO,2018-07-01,2018-07-31,30,1041,34.7,"130,30", 
0481KO,2018-08-01,2018-08-31,30,1074,35.8,"134,27", 
