SITE_NAME,BEGIN,END,daysPeriod,KWH_PERIOD,kwhPerDay,PERIOD_EUR,nbInvoice
0481KO,2018-09-01,2018-09-30,29,976,33.66,"123,23", 
0481KO,2018-10-01,2018-10-31,30,1481,49.37,"184,51", 
0481KO,2018-11-01,2018-11-30,29,1829,63.07,"226,73", 
0481KO,2018-12-01,2018-12-31,30,1935,64.5,"239,59", 
0481KO,2019-01-01,2019-01-31,30,2103,70.1,"285,85", 
0481KO,2019-02-01,2019-02-28,27,1706,63.19,"232,81", 
0481KO,2019-03-01,2019-03-31,30,1862,62.07,"253,65", 
0481KO,2019-04-01,2019-04-30,29,1817,62.66,"247,64", 
0481KO,2019-05-01,2019-05-31,30,1889,62.97,"264,16", 
0481KO,2019-06-01,2019-06-30,29,1940,66.9,"264,07", 
0481KO,2019-07-01,2019-07-31,30,1972,65.73,"273,58", 
0481KO,2019-08-01,2019-08-31,30,2009,66.97,"273,29", 
0481KO,2019-09-01,2019-09-30,29,1864,64.28,"253,92", 
0481KO,2019-10-01,2019-10-31,30,1893,63.1,"257,79", 
0481KO,2019-11-01,2019-11-30,29,1806,62.28,"246,17", 
0481KO,2019-12-01,2019-12-31,30,1950,65.0,"265,41", 
0481KO,2020-01-01,2020-01-31,30,1959,65.3,"264,97", 
0481KO,2020-02-01,2020-02-29,28,1636,58.43,"222,18", 
0481KO,2020-03-01,2020-03-31,30,1742,58.07,"236,22", 
0481KO,2020-04-01,2020-04-30,29,1703,58.72,"231,05", 
0481KO,2020-05-01,2020-05-31,30,2287,76.23,"308,42", 
0481KO,2020-06-01,2020-06-30,29,2539,87.55,"341,80", 
0481KO,2020-07-01,2020-07-31,30,2636,87.87,"354,65", 
0481KO,2020-08-01,2020-08-31,30,2708,90.27,"371,92", 
0481KO,2020-09-01,2020-09-30,29,2618,90.28,"352,27", 
0481KO,2020-10-01,2020-10-31,30,2844,94.8,"382,21", 
0481KO,2020-11-01,2020-11-30,29,2626,90.55,"347,88", 
0482KO,2018-01-01,2018-01-31,30,1201,40.03,"151,90", 
0482KO,2018-02-01,2018-02-28,27,1090,40.37,"138,53", 
0482KO,2018-03-01,2018-03-31,30,1211,40.37,"153,11", 
0482KO,2018-04-01,2018-04-30,29,1225,42.24,"154,79", 
0482KO,2018-05-01,2018-05-31,30,1300,43.33,"163,83", 
0482KO,2018-06-01,2018-06-30,29,1274,43.93,"160,70", 
0482KO,2018-07-01,2018-07-31,30,1315,43.83,"165,73", 
0482KO,2018-08-01,2018-08-31,30,1359,45.3,"171,03", 
0482KO,2018-09-01,2018-09-30,29,1258,43.38,"159,85", 
0482KO,2018-10-01,2018-10-31,30,1252,41.73,"159,12", 
0482KO,2018-11-01,2018-11-30,29,1182,40.76,"150,62", 
0482KO,2018-12-01,2018-12-31,30,1218,40.6,"154,99", 
0482KO,2019-01-01,2019-01-31,30,1213,40.43,"169,36", 
0482KO,2019-02-01,2019-02-28,27,1074,39.78,"150,79", 
0482KO,2019-03-01,2019-03-31,30,1212,40.4,"169,23", 
0482KO,2019-04-01,2019-04-30,29,1211,41.76,"169,10", 
0482KO,2019-05-01,2019-05-31,30,1244,41.47,"173,51", 
0482KO,2019-06-01,2019-06-30,29,1298,44.76,"180,72", 
0482KO,2019-07-01,2019-07-31,30,1311,43.7,"182,46", 
0482KO,2019-08-01,2019-08-31,30,1338,44.6,"186,07", 
0482KO,2019-09-01,2019-09-30,29,1232,42.48,"171,90", 
0482KO,2019-10-01,2019-10-31,30,1239,41.3,"172,84", 
0482KO,2019-11-01,2019-11-30,29,1182,40.76,"165,22", 
0482KO,2019-12-01,2019-12-31,30,1219,40.63,"170,17", 
0482KO,2020-01-01,2020-01-31,30,1224,40.8,"170,32", 
0482KO,2020-02-01,2020-02-29,28,1048,37.43,"147,00", 
0482KO,2020-03-01,2020-03-31,30,1075,35.83,"150,58", 
0482KO,2020-04-01,2020-04-30,29,1049,36.17,"147,14", 
0482KO,2020-05-01,2020-05-31,30,1696,56.53,"232,85", 
0482KO,2020-06-01,2020-06-30,29,1935,66.72,"264,51", 
0482KO,2020-07-01,2020-07-31,30,2010,67.0,"274,44", 
0482KO,2020-08-01,2020-08-31,30,2024,67.47,"276,30", 
0482KO,2020-09-01,2020-09-30,29,1910,65.86,"261,20", 
0482KO,2020-10-01,2020-10-31,30,1963,65.43,"268,22", 
0482KO,2020-11-01,2020-11-30,29,1914,66.0,"253,56", 
0483KO,2018-01-01,2018-01-31,30,694,23.13,"95,24", 
0483KO,2018-02-01,2018-02-28,27,628,23.26,"89,02", 
0483KO,2018-03-01,2018-03-31,30,695,23.17,"95,34", 
0483KO,2018-04-01,2018-04-30,29,681,23.48,"94,06", 
0483KO,2018-05-01,2018-05-31,30,713,23.77,"97,07", 
0483KO,2018-06-01,2018-06-30,29,693,23.9,"95,19", 
0483KO,2018-07-01,2018-07-31,30,725,24.17,"98,26", 
0483KO,2018-08-01,2018-08-31,30,735,24.5,"99,25", 
0483KO,2018-09-01,2018-09-30,29,697,24.03,"96,14", 
0483KO,2018-10-01,2018-10-31,30,710,23.67,"97,38", 
0483KO,2018-11-01,2018-11-30,29,682,23.52,"94,69", 
0483KO,2018-12-01,2018-12-31,30,701,23.37,"96,53", 
0483KO,2019-01-01,2019-01-31,30,699,23.3,"105,49", 
0483KO,2019-02-01,2019-02-28,27,633,23.44,"98,41", 
0483KO,2019-03-01,2019-03-31,30,705,23.5,"106,17", 
0483KO,2019-04-01,2019-04-30,29,682,23.52,"103,70", 
0483KO,2019-05-01,2019-05-31,30,699,23.3,"105,49", 
0483KO,2019-06-01,2019-06-30,29,708,24.41,"106,45", 
0483KO,2019-07-01,2019-07-31,30,722,24.07,"108,02", 
0483KO,2019-08-01,2019-08-31,30,736,24.53,"109,54", 
0483KO,2019-09-01,2019-09-30,29,686,23.66,"104,15", 
0483KO,2019-10-01,2019-10-31,30,706,23.53,"106,22", 
0483KO,2019-11-01,2019-11-30,29,680,23.45,"103,47", 
0483KO,2019-12-01,2019-12-31,30,702,23.4,"105,83", 
0483KO,2020-01-01,2020-01-31,30,701,23.37,"104,44", 
0483KO,2020-02-01,2020-02-29,28,657,23.46,"99,84", 
0483KO,2020-03-01,2020-03-31,30,704,23.47,"104,76", 
0483KO,2020-04-01,2020-04-30,29,684,23.59,"102,71", 
0483KO,2020-05-01,2020-05-31,30,710,23.67,"105,36", 
0483KO,2020-06-01,2020-06-30,29,697,24.03,"104,00", 
0483KO,2020-07-01,2020-07-31,30,734,24.47,"107,85", 
0483KO,2020-08-01,2020-08-31,30,899,29.97,"125,07", 
0483KO,2020-09-01,2020-09-30,29,947,32.66,"130,10", 
0483KO,2020-10-01,2020-10-31,30,983,32.77,"133,84", 
0483KO,2020-11-01,2020-11-30,29,951,32.79,"98,98", 
0484KO,2018-01-01,2018-01-31,30,2302,76.73,"284,55", 
0484KO,2018-02-01,2018-02-28,27,2451,90.78,"302,51", 
0484KO,2018-03-01,2018-03-31,30,2717,90.57,"334,56", 
0484KO,2018-04-01,2018-04-30,29,2576,88.83,"317,57", 
0484KO,2018-05-01,2018-05-31,30,2695,89.83,"331,90", 
0484KO,2018-06-01,2018-06-30,29,2627,90.59,"323,71", 
0484KO,2018-07-01,2018-07-31,30,2732,91.07,"336,55", 
0484KO,2018-08-01,2018-08-31,30,2763,92.1,"340,29", 
0484KO,2018-09-01,2018-09-30,29,2605,89.83,"323,29", 
0484KO,2018-10-01,2018-10-31,30,2680,89.33,"339,05", 
0484KO,2018-11-01,2018-11-30,29,2614,90.14,"324,39", 
0484KO,2018-12-01,2018-12-31,30,2734,91.13,"338,95", 
0484KO,2019-01-01,2019-01-31,30,2780,92.67,"378,74", 
0484KO,2019-02-01,2019-02-28,27,2431,90.04,"332,11", 
0484KO,2019-03-01,2019-03-31,30,2646,88.2,"367,40", 
0484KO,2019-04-01,2019-04-30,29,2589,89.28,"353,22", 
0484KO,2019-05-01,2019-05-31,30,2697,89.9,"367,65", 
0484KO,2019-06-01,2019-06-30,29,2733,94.24,"372,46", 
0484KO,2019-07-01,2019-07-31,30,2785,92.83,"379,41", 
0484KO,2019-08-01,2019-08-31,30,2813,93.77,"383,15", 
0484KO,2019-09-01,2019-09-30,29,2635,90.86,"359,37", 
0484KO,2019-10-01,2019-10-31,30,2709,90.3,"369,25", 
0484KO,2019-11-01,2019-11-30,29,2601,89.69,"354,82", 
0484KO,2019-12-01,2019-12-31,30,2731,91.03,"372,19", 
0484KO,2020-01-01,2020-01-31,30,2762,92.07,"374,06", 
0484KO,2020-02-01,2020-02-29,28,2540,90.71,"344,65", 
0484KO,2020-03-01,2020-03-31,30,2732,91.07,"370,09", 
0484KO,2020-04-01,2020-04-30,29,2506,86.41,"340,15", 
0484KO,2020-05-01,2020-05-31,30,2595,86.5,"351,94", 
0484KO,2020-06-01,2020-06-30,29,2575,88.79,"349,29", 
0484KO,2020-07-01,2020-07-31,30,2686,89.53,"364,00", 
0484KO,2020-08-01,2020-08-31,30,2724,90.8,"369,03", 
0484KO,2020-09-01,2020-09-30,29,2589,89.28,"351,15", 
0484KO,2020-10-01,2020-10-31,30,2857,95.23,"386,65", 
0484KO,2020-11-01,2020-11-30,29,3932,135.59,"529,06", 
0485KO,2018-01-01,2018-01-31,30,2280,76.0,"257,67", 
0485KO,2018-02-01,2018-02-28,27,2059,76.26,"236,63", 
0485KO,2018-03-01,2018-03-31,30,2228,74.27,"252,69", 
0485KO,2018-04-01,2018-04-30,29,2154,74.28,"245,72", 
0485KO,2018-05-01,2018-05-31,30,2253,75.1,"255,06", 
0485KO,2018-06-01,2018-06-30,29,2206,76.07,"250,61", 
0485KO,2018-07-01,2018-07-31,30,2293,76.43,"259,02", 
0485KO,2018-08-01,2018-08-31,30,2312,77.07,"260,90", 
0485KO,2018-09-01,2018-09-30,29,2207,76.1,"334,82", 
0485KO,2018-10-01,2018-10-31,30,2248,74.93,"256,59", 
0485KO,2018-11-01,2018-11-30,29,2173,74.93,"249,31", 
0485KO,2018-12-01,2018-12-31,30,2265,75.5,"258,13", 
0485KO,2019-01-01,2019-01-31,30,2265,75.5,"286,77", 
0485KO,2019-02-01,2019-02-28,27,2049,75.89,"263,39", 
0485KO,2019-03-01,2019-03-31,30,2273,75.77,"366,99", 
0485KO,2019-04-01,2019-04-30,29,2209,76.17,"399,00", 
0485KO,2019-05-01,2019-05-31,30,2296,76.53,"290,09", 
0485KO,2019-06-01,2019-06-30,29,2278,78.55,"369,05", 
0485KO,2019-07-01,2019-07-31,30,2351,78.37,"296,10", 
0485KO,2019-08-01,2019-08-31,30,2400,80.0,"326,73", 
0485KO,2019-09-01,2019-09-30,29,2138,73.72,"298,79", 
0485KO,2019-10-01,2019-10-31,30,2143,71.43,"273,62", 
0485KO,2019-11-01,2019-11-30,29,2053,70.79,"263,84", 
0485KO,2019-12-01,2019-12-31,30,2114,70.47,"270,47", 
0485KO,2020-01-01,2020-01-31,30,2111,70.37,"263,81", 
0485KO,2020-02-01,2020-02-29,28,1978,70.64,"320,03", 
0485KO,2020-03-01,2020-03-31,30,2128,70.93,"265,59", 
0485KO,2020-04-01,2020-04-30,29,2078,71.66,"260,39", 
0485KO,2020-05-01,2020-05-31,30,2122,70.73,"265,00", 
0485KO,2020-06-01,2020-06-30,29,2078,71.66,"260,39", 
0485KO,2020-07-01,2020-07-31,30,2198,73.27,"272,90", 
0485KO,2020-08-01,2020-08-31,30,2196,73.2,"272,69", 
0485KO,2020-09-01,2020-09-30,29,2079,71.69,"260,50", 
0485KO,2020-10-01,2020-10-31,30,2188,72.93,"409,88", 
0485KO,2020-11-01,2020-11-30,29,2485,85.69,"258,71", 
0486KO,2018-01-01,2018-01-31,30,858,28.6,"110,85", 
0486KO,2018-02-01,2018-02-28,27,772,28.59,"102,65", 
0486KO,2018-03-01,2018-03-31,30,859,28.63,"110,95", 
0486KO,2018-04-01,2018-04-30,29,843,29.07,"109,47", 
0486KO,2018-05-01,2018-05-31,30,874,29.13,"112,33", 
0486KO,2018-06-01,2018-06-30,29,849,29.28,"109,96", 
0486KO,2018-07-01,2018-07-31,30,894,29.8,"114,37", 
0486KO,2018-08-01,2018-08-31,30,904,30.13,"115,26", 
0486KO,2018-09-01,2018-09-30,29,846,29.17,"110,39", 
0486KO,2018-10-01,2018-10-31,30,863,28.77,"112,09", 
0486KO,2018-11-01,2018-11-30,29,824,28.41,"108,30", 
0486KO,2018-12-01,2018-12-31,30,849,28.3,"110,69", 
0486KO,2019-01-01,2019-01-31,30,855,28.5,"122,36", 
0486KO,2019-02-01,2019-02-28,27,775,28.7,"113,70", 
0486KO,2019-03-01,2019-03-31,30,856,28.53,"122,47", 
0486KO,2019-04-01,2019-04-30,29,830,28.62,"119,66", 
0486KO,2019-05-01,2019-05-31,30,858,28.6,"122,69", 
0486KO,2019-06-01,2019-06-30,29,858,29.59,"122,69", 
0486KO,2019-07-01,2019-07-31,30,881,29.37,"125,17", 
0486KO,2019-08-01,2019-08-31,30,892,29.73,"126,40", 
0486KO,2019-09-01,2019-09-30,29,833,28.72,"120,00", 
0486KO,2019-10-01,2019-10-31,30,857,28.57,"122,58", 
0486KO,2019-11-01,2019-11-30,29,829,28.59,"119,55", 
0486KO,2019-12-01,2019-12-31,30,853,28.43,"122,13", 
0486KO,2020-01-01,2020-01-31,30,848,28.27,"119,71", 
0486KO,2020-02-01,2020-02-29,28,799,28.54,"114,62", 
0486KO,2020-03-01,2020-03-31,30,854,28.47,"120,36", 
0486KO,2020-04-01,2020-04-30,29,832,28.69,"118,08", 
0486KO,2020-05-01,2020-05-31,30,1020,34.0,"137,68", 
0486KO,2020-06-01,2020-06-30,29,1288,44.41,"165,51", 
0486KO,2020-07-01,2020-07-31,30,1362,45.4,"173,31", 
0486KO,2020-08-01,2020-08-31,30,1384,46.13,"175,58", 
0486KO,2020-09-01,2020-09-30,29,1309,45.14,"167,79", 
0486KO,2020-10-01,2020-10-31,30,1347,44.9,"171,69", 
0486KO,2020-11-01,2020-11-30,29,1302,44.9,"135,58", 
0477KO,2018-01-01,2018-01-31,30,1236,41.2,"156,12", 
0477KO,2018-02-01,2018-02-28,27,1121,41.52,"142,26", 
0477KO,2018-03-01,2018-03-31,30,1238,41.27,"156,36", 
0477KO,2018-04-01,2018-04-30,29,1236,42.62,"156,12", 
0477KO,2018-05-01,2018-05-31,30,1312,43.73,"165,28", 
0477KO,2018-06-01,2018-06-30,29,1283,44.24,"161,78", 
0477KO,2018-07-01,2018-07-31,30,1360,45.33,"171,15", 
0477KO,2018-08-01,2018-08-31,30,1380,46.0,"173,56", 
0477KO,2018-09-01,2018-09-30,29,1264,43.59,"160,57", 
0477KO,2018-10-01,2018-10-31,30,1262,42.07,"160,33", 
0477KO,2018-11-01,2018-11-30,29,1206,41.59,"153,54", 
0477KO,2018-12-01,2018-12-31,30,1244,41.47,"158,15", 
0477KO,2019-01-01,2019-01-31,30,1239,41.3,"172,84", 
0477KO,2019-02-01,2019-02-28,27,1105,40.93,"154,93", 
0477KO,2019-03-01,2019-03-31,30,1246,41.53,"173,77", 
0477KO,2019-04-01,2019-04-30,29,1226,42.28,"171,10", 
0477KO,2019-05-01,2019-05-31,30,1274,42.47,"177,52", 
0477KO,2019-06-01,2019-06-30,29,1329,45.83,"184,86", 
0477KO,2019-07-01,2019-07-31,30,1348,44.93,"187,40", 
0477KO,2019-08-01,2019-08-31,30,1378,45.93,"191,41", 
0477KO,2019-09-01,2019-09-30,29,1230,42.41,"171,64", 
0477KO,2019-10-01,2019-10-31,30,1335,44.5,"185,67", 
0477KO,2019-11-01,2019-11-30,29,1271,43.83,"177,11", 
0477KO,2019-12-01,2019-12-31,30,1297,43.23,"180,59", 
0477KO,2020-01-01,2020-01-31,30,1299,43.3,"180,25", 
0477KO,2020-02-01,2020-02-29,28,1213,43.32,"168,86", 
0477KO,2020-03-01,2020-03-31,30,1308,43.6,"181,45", 
0477KO,2020-04-01,2020-04-30,29,1272,43.86,"176,68", 
0477KO,2020-05-01,2020-05-31,30,1304,43.47,"180,92", 
0477KO,2020-06-01,2020-06-30,29,1282,44.21,"178,00", 
0477KO,2020-07-01,2020-07-31,30,1341,44.7,"185,82", 
0477KO,2020-08-01,2020-08-31,30,1363,45.43,"188,73", 
0477KO,2020-09-01,2020-09-30,29,1280,44.14,"177,74", 
0477KO,2020-10-01,2020-10-31,30,1319,43.97,"182,90", 
0477KO,2020-11-01,2020-11-30,29,1274,43.93,"168,77", 
1220BR,2018-01-01,2018-12-31,364,18208,50.02,"2 220,52", 
1220BR,2019-01-01,2019-12-31,364,18658,51.26,"2 228,92", 
1220BR,2020-01-01,2020-10-26,299,15021,50.24,"2 097,31", 
0480KO,2018-01-01,2018-01-31,30,869,28.97,"110,70", 
0480KO,2018-02-01,2018-02-28,27,782,28.96,"100,22", 
0480KO,2018-03-01,2018-03-31,30,845,28.17,"107,81", 
0480KO,2018-04-01,2018-04-30,29,831,28.66,"106,12", 
0480KO,2018-05-01,2018-05-31,30,880,29.33,"112,03", 
0480KO,2018-06-01,2018-06-30,29,825,28.45,"105,40", 
0480KO,2018-07-01,2018-07-31,30,867,28.9,"110,52", 
0480KO,2018-08-01,2018-08-31,30,890,29.67,"113,29", 
0480KO,2018-09-01,2018-09-30,29,808,27.86,"104,04", 
0480KO,2018-10-01,2018-10-31,30,806,26.87,"103,80", 
0480KO,2018-11-01,2018-11-30,29,773,26.66,"99,80", 
0480KO,2018-12-01,2018-12-31,30,799,26.63,"102,95", 
0480KO,2019-01-01,2019-01-31,30,797,26.57,"112,57", 
0480KO,2019-02-01,2019-02-28,27,721,26.7,"102,42", 
0480KO,2019-03-01,2019-03-31,30,802,26.73,"113,24", 
0480KO,2019-04-01,2019-04-30,29,789,27.21,"111,50", 
0480KO,2019-05-01,2019-05-31,30,834,27.8,"117,51", 
0480KO,2019-06-01,2019-06-30,29,862,29.72,"121,26", 
0480KO,2019-07-01,2019-07-31,30,873,29.1,"122,73", 
0480KO,2019-08-01,2019-08-31,30,899,29.97,"126,20", 
0480KO,2019-09-01,2019-09-30,29,820,28.28,"115,64", 
0480KO,2019-10-01,2019-10-31,30,835,27.83,"117,65", 
0480KO,2019-11-01,2019-11-30,29,804,27.72,"113,51", 
0480KO,2019-12-01,2019-12-31,30,827,27.57,"116,58", 
0480KO,2020-01-01,2020-01-31,30,818,27.27,"115,17", 
0480KO,2020-02-01,2020-02-29,28,774,27.64,"109,34", 
0480KO,2020-03-01,2020-03-31,30,830,27.67,"116,76", 
0480KO,2020-04-01,2020-04-30,29,932,32.14,"130,28", 
0480KO,2020-05-01,2020-05-31,30,1382,46.07,"189,89", 
0480KO,2020-06-01,2020-06-30,29,1376,47.45,"189,09", 
0480KO,2020-07-01,2020-07-31,30,1432,47.73,"196,51", 
0480KO,2020-08-01,2020-08-31,30,1446,48.2,"198,37", 
0480KO,2020-09-01,2020-09-30,29,1423,49.07,"195,32", 
0480KO,2020-10-01,2020-10-31,30,1435,47.83,"196,91", 
0480KO,2020-11-01,2020-11-30,29,1309,45.14,"173,41", 
1983BR,2018-01-01,2018-01-31,30,2362,78.73,"256,56", 
1983BR,2018-02-01,2018-02-28,27,2194,81.26,"232,39", 
1983BR,2018-03-01,2018-03-31,30,2451,81.7,"260,59", 
1983BR,2018-04-01,2018-04-30,29,2456,84.69,"262,84", 
1983BR,2018-05-01,2018-05-31,30,2541,84.7,"273,97", 
1983BR,2018-06-01,2018-06-30,29,2484,85.66,"264,84", 
1983BR,2018-07-01,2018-07-31,30,2541,84.7,"274,99", 
1983BR,2018-08-01,2018-08-31,30,2533,84.43,"333,27", 
1983BR,2018-09-01,2018-09-30,29,2363,81.48,"313,12", 
1983BR,2018-10-01,2018-10-31,30,2429,80.97,"320,94", 
1983BR,2018-11-01,2018-11-30,29,2333,80.45,"311,40", 
1983BR,2018-12-01,2018-12-31,30,2342,78.07,"312,47", 
1983BR,2019-01-01,2019-01-31,30,2424,80.8,"317,53", 
1983BR,2019-02-01,2019-02-28,27,2161,80.04,"286,67", 
1983BR,2019-03-01,2019-03-31,30,2399,79.97,"314,60", 
1983BR,2019-04-01,2019-04-30,29,2344,80.83,"308,14", 
1983BR,2019-05-01,2019-05-31,30,2433,81.1,"318,59", 
1983BR,2019-06-01,2019-06-30,29,2449,84.45,"320,45", 
1983BR,2019-07-01,2019-07-31,30,2495,83.17,"325,85", 
1983BR,2019-08-01,2019-08-31,30,2507,83.57,"327,28", 
1983BR,2019-09-01,2019-09-30,29,2392,82.48,"313,78", 
1983BR,2019-10-01,2019-10-31,30,2459,81.97,"321,64", 
1983BR,2019-11-01,2019-11-30,29,2358,81.31,"309,65", 
1983BR,2019-12-01,2019-12-31,30,2413,80.43,"316,24", 
1983BR,2020-01-01,2020-01-31,30,2425,80.83,"355,91", 
1983BR,2020-02-01,2020-02-29,28,2295,81.96,"338,60", 
1983BR,2020-03-01,2020-03-31,30,1387,46.23,"217,71", 
1983BR,2020-04-01,2020-04-30,29,2356,81.24,"346,72", 
1983BR,2020-05-01,2020-05-31,30,2655,88.5,"386,54", 
1983BR,2020-06-01,2020-06-30,29,2645,91.21,"385,20", 
1983BR,2020-07-01,2020-07-31,30,2878,95.93,"416,23", 
1983BR,2020-08-01,2020-08-31,30,2914,97.13,"421,02", 
1983BR,2020-09-01,2020-09-30,29,2793,96.31,"404,91", 
1983BR,2020-10-01,2020-10-31,30,2883,96.1,"416,89", 
1983BR,2020-11-01,2020-11-30,29,2779,95.83,"403,05", 
1981BR,2018-01-01,2018-12-31,364,14941,41.05,"1 813,84", 
1981BR,2019-01-01,2019-12-31,364,13950,38.32,"1 844,89", 
1982BR,2018-01-01,2018-01-31,30,1961,65.37,"219,66", 
1982BR,2018-02-01,2018-02-28,27,1769,65.52,"199,18", 
1982BR,2018-03-01,2018-03-31,30,1944,64.8,"217,87", 
1982BR,2018-04-01,2018-04-30,29,1863,64.24,"209,25", 
1982BR,2018-05-01,2018-05-31,30,1937,64.57,"217,09", 
1982BR,2018-06-01,2018-06-30,29,1904,65.66,"213,47", 
1982BR,2018-07-01,2018-07-31,30,1983,66.1,"221,93", 
1982BR,2018-08-01,2018-08-31,30,2038,67.93,"227,67", 
1982BR,2018-09-01,2018-09-30,29,1877,64.72,"212,18", 
1982BR,2018-10-01,2018-10-31,30,1927,64.23,"217,56", 
1982BR,2018-11-01,2018-11-30,29,1863,64.24,"210,67", 
1982BR,2018-12-01,2018-12-31,30,1913,63.77,"216,02", 
1982BR,2019-01-01,2019-01-31,30,1919,63.97,"211,63", 
1982BR,2019-02-01,2019-02-28,27,1738,64.37,"192,66", 
1982BR,2019-03-01,2019-03-31,30,1923,64.1,"212,01", 
1982BR,2019-04-01,2019-04-30,29,1865,64.31,"205,95", 
1982BR,2019-05-01,2019-05-31,30,1934,64.47,"213,12", 
1982BR,2019-06-01,2019-06-30,29,1975,68.1,"217,15", 
1982BR,2019-07-01,2019-07-31,30,2014,67.13,"221,28", 
1982BR,2019-08-01,2019-08-31,30,2072,69.07,"227,18", 
1982BR,2019-09-01,2019-09-30,29,2265,78.1,"246,86", 
1982BR,2019-10-01,2019-10-31,30,2393,79.77,"260,20", 
1982BR,2019-11-01,2019-11-30,29,2273,78.38,"247,80", 
1982BR,2019-12-01,2019-12-31,30,2310,77.0,"251,68", 
1982BR,2020-01-01,2020-01-31,30,2315,77.17,"299,61", 
1982BR,2020-02-01,2020-02-29,28,2213,79.04,"286,75", 
1982BR,2020-03-01,2020-03-31,30,2390,79.67,"307,34", 
1982BR,2020-04-01,2020-04-30,29,2424,83.59,"311,37", 
1982BR,2020-05-01,2020-05-31,30,2504,83.47,"321,31", 
1982BR,2020-06-01,2020-06-30,29,2451,84.52,"314,66", 
1982BR,2020-07-01,2020-07-31,30,2614,87.13,"334,75", 
1982BR,2020-08-01,2020-08-31,30,2659,88.63,"340,29", 
1982BR,2020-09-01,2020-09-30,29,2533,87.34,"324,67", 
1982BR,2020-10-01,2020-10-31,30,2598,86.6,"332,77", 
1982BR,2020-11-01,2020-11-30,29,2499,86.17,"320,52", 
1977BR,2018-01-01,2018-01-31,30,2584,86.13,"267,38", 
1977BR,2018-02-01,2018-02-28,27,2361,87.44,"246,88", 
1977BR,2018-03-01,2018-03-31,30,2537,84.57,"264,43", 
1977BR,2018-04-01,2018-04-30,29,2570,88.62,"280,31", 
1977BR,2018-05-01,2018-05-31,30,2662,88.73,"290,81", 
1977BR,2018-06-01,2018-06-30,29,2584,89.1,"281,88", 
1977BR,2018-07-01,2018-07-31,30,2768,92.27,"299,89", 
1977BR,2018-08-01,2018-08-31,30,2784,92.8,"299,64", 
1977BR,2018-09-01,2018-09-30,29,2598,89.59,"286,94", 
1977BR,2018-10-01,2018-10-31,30,3045,101.5,"330,93", 
1977BR,2018-11-01,2018-11-30,29,3037,104.72,"324,90", 
1977BR,2018-12-01,2018-12-31,30,3089,102.97,"322,86", 
1977BR,2019-01-01,2019-01-31,30,3156,105.2,"322,92", 
1977BR,2019-02-01,2019-02-28,27,2852,105.63,"299,40", 
1977BR,2019-03-01,2019-03-31,30,3014,100.47,"320,09", 
1977BR,2019-04-01,2019-04-30,29,2980,102.76,"321,27", 
1977BR,2019-05-01,2019-05-31,30,3193,106.43,"342,48", 
1977BR,2019-06-01,2019-06-30,29,2964,102.21,"317,83", 
1977BR,2019-07-01,2019-07-31,30,3151,105.03,"338,01", 
1977BR,2019-08-01,2019-08-31,30,3170,105.67,"340,78", 
1977BR,2019-09-01,2019-09-30,29,3101,106.93,"338,51", 
1977BR,2019-10-01,2019-10-31,30,2798,93.27,"301,60", 
1977BR,2019-11-01,2019-11-30,29,2595,89.48,"275,38", 
1977BR,2019-12-01,2019-12-31,30,2641,88.03,"275,22", 
1977BR,2020-01-01,2020-01-31,30,2694,89.8,"321,41", 
1977BR,2020-02-01,2020-02-29,28,2460,87.86,"301,65", 
1977BR,2020-03-01,2020-03-31,30,2621,87.37,"325,48", 
1977BR,2020-04-01,2020-04-30,29,2798,96.48,"354,78", 
1977BR,2020-05-01,2020-05-31,30,2896,96.53,"366,40", 
1977BR,2020-06-01,2020-06-30,29,2709,93.41,"341,37", 
1977BR,2020-07-01,2020-07-31,30,2985,99.5,"372,67", 
1977BR,2020-08-01,2020-08-31,30,3089,102.97,"386,40", 
1977BR,2020-09-01,2020-09-30,29,2948,101.66,"373,39", 
1977BR,2020-10-01,2020-10-31,30,2964,98.8,"370,70", 
1977BR,2020-11-01,2020-11-30,29,2834,97.72,"347,87", 
1979BR,2018-01-01,2018-01-31,30,2498,83.27,"274,58", 
1979BR,2018-02-01,2018-02-28,27,2293,84.93,"252,56", 
1979BR,2018-03-01,2018-03-31,30,2494,83.13,"273,61", 
1979BR,2018-04-01,2018-04-30,29,2321,80.03,"255,38", 
1979BR,2018-05-01,2018-05-31,30,2401,80.03,"263,78", 
1979BR,2018-06-01,2018-06-30,29,2336,80.55,"257,15", 
1979BR,2018-07-01,2018-07-31,30,2416,80.53,"265,69", 
1979BR,2018-08-01,2018-08-31,30,2424,80.8,"266,45", 
1979BR,2018-09-01,2018-09-30,29,2328,80.28,"258,05", 
1979BR,2018-10-01,2018-10-31,30,2407,80.23,"266,12", 
1979BR,2018-11-01,2018-11-30,29,2390,82.41,"264,66", 
1979BR,2018-12-01,2018-12-31,30,2502,83.4,"276,61", 
1979BR,2019-01-01,2019-01-31,30,2518,83.93,"271,63", 
1979BR,2019-02-01,2019-02-28,27,2234,82.74,"242,09", 
1979BR,2019-03-01,2019-03-31,30,2428,80.93,"262,32", 
1979BR,2019-04-01,2019-04-30,29,2330,80.34,"252,06", 
1979BR,2019-05-01,2019-05-31,30,2408,80.27,"260,16", 
1979BR,2019-06-01,2019-06-30,29,2357,81.28,"254,60", 
